"prey_id","predator_id","source_id","year_min","year_max","warm_cool_years","odd_even_years","season_min","season_max","month_min","month_max","date_min","date_max","time_min","time_max","lat_min","lat_max","lon_min","lon_max","predator_lowest_taxonomic_level","predator_life_stage","predator_life_stage_min","predator_life_stage_max","predator_freshwater_age","predator_freshwater_age_min","predator_freshwater_age_max","predator_ocean_age","predator_ocean_age_min","predator_ocean_age_max","predator_maturity","predator_maturity_min","predator_maturity_max","predator_length_value_cm","predator_length_min_cm","predator_length_max_cm","predator_weight_value_g","predator_weight_min_g","predator_weight_max_g","predator_subsample_id","predator_sex","hatchery_wild","predator_replicates","predator_notes","gear_type_predator_id1","gear_type_predator_id2","gear_type_predator_id3","gear_type_predator_id4","gear_type_predator_id5","prey_lowest_taxonomic_level","prey_kingdom","prey_phylum","prey_class","prey_order","prey_family","prey_genus","prey_species","prey_life_stage","prey_life_stage_min","prey_life_stage_max","prey_length_value_mm","prey_length_min_mm","prey_length_max_mm","prey_weight_value_mg","prey_weight_min_mg","prey_weight_max_mg","prey_sex","prey_subsample_id","prey_replicates","prey_notes","gear_type_prey_id1","gear_type_prey_id2","gear_type_prey_id3","gear_type_prey_id4","gear_type_prey_id5","biological_parameter","prey_bio_notes","value","mean","error","min","max","units"
63,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Calanoida","Animalia","Arthropoda","Hexanauplia","Calanoida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",59,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,2.262,NA,NA,NA,"milligrams"
64,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Calanidae","Animalia","Arthropoda","Hexanauplia","Calanoida","Calanidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",60,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,2.262,NA,NA,NA,"milligrams"
65,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Metridia pacifica","Animalia","Arthropoda","Hexanauplia","Calanoida","Metridinidae","Metridia","pacifica","adult",NA,NA,NA,NA,NA,NA,NA,NA,"female",61,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,0.789,NA,NA,NA,"milligrams"
66,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Metridia pacifica","Animalia","Arthropoda","Hexanauplia","Calanoida","Metridinidae","Metridia","pacifica",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",62,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,0.195,NA,NA,NA,"milligrams"
67,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Metridia","Animalia","Arthropoda","Hexanauplia","Calanoida","Metridinidae","Metridia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",63,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,0.717,NA,NA,NA,"milligrams"
68,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Neocalanus cristatus","Animalia","Arthropoda","Hexanauplia","Calanoida","Calanidae","Neocalanus","cristatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",64,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,13.71,NA,NA,NA,"milligrams"
69,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Neocalanus cristatus","Animalia","Arthropoda","Hexanauplia","Calanoida","Calanidae","Neocalanus","cristatus","adult",NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",65,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,12.2,NA,NA,NA,"milligrams"
70,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Neocalanus","Animalia","Arthropoda","Hexanauplia","Calanoida","Calanidae","Neocalanus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",66,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,0.828,NA,NA,NA,"milligrams"
71,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Acartia longiremis","Animalia","Arthropoda","Hexanauplia","Calanoida","Acartiidae","Acartia","longiremis","adult",NA,NA,NA,NA,NA,NA,NA,NA,"female",67,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,0.074,NA,NA,NA,"milligrams"
72,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Acartia longiremis","Animalia","Arthropoda","Hexanauplia","Calanoida","Acartiidae","Acartia","longiremis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",68,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,0.013,NA,NA,NA,"milligrams"
73,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Acartia","Animalia","Arthropoda","Hexanauplia","Calanoida","Acartiidae","Acartia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",69,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,0.028,NA,NA,NA,"milligrams"
74,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Centropages abdominalis","Animalia","Arthropoda","Hexanauplia","Calanoida","Centropagidae","Centropages","abdominalis","adult",NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",70,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,0.098,NA,NA,NA,"milligrams"
75,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Centropages abdominalis","Animalia","Arthropoda","Hexanauplia","Calanoida","Centropagidae","Centropages","abdominalis","adult",NA,NA,NA,NA,NA,NA,NA,NA,"female",71,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,0.191,NA,NA,NA,"milligrams"
76,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Copepoda","Animalia","Arthropoda","Hexanauplia",NA,NA,NA,NA,"copepodite",NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",72,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,0.024,NA,NA,NA,"milligrams"
77,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Pseudocalanus","Animalia","Arthropoda","Hexanauplia","Calanoida","Clausocalanidae","Pseudocalanus",NA,"adult",NA,NA,NA,NA,NA,NA,NA,NA,"female",73,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,0.209,NA,NA,NA,"milligrams"
78,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Pseudocalanus","Animalia","Arthropoda","Hexanauplia","Calanoida","Clausocalanidae","Pseudocalanus",NA,"adult",NA,NA,NA,NA,NA,NA,NA,NA,"male",74,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,0.066,NA,NA,NA,"milligrams"
79,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Pseudocalanus","Animalia","Arthropoda","Hexanauplia","Calanoida","Clausocalanidae","Pseudocalanus",NA,"copepodite",NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",75,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,0.024,NA,NA,NA,"milligrams"
80,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Pseudocalanus","Animalia","Arthropoda","Hexanauplia","Calanoida","Clausocalanidae","Pseudocalanus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",76,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,0.142,NA,NA,NA,"milligrams"
81,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Oithona similis","Animalia","Arthropoda","Hexanauplia","Cyclopoida","Oithonidae","Oithona","similis","adult",NA,NA,NA,NA,NA,NA,NA,NA,"female",77,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,0.012,NA,NA,NA,"milligrams"
82,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Oithona similis","Animalia","Arthropoda","Hexanauplia","Cyclopoida","Oithonidae","Oithona","similis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",78,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,0.012,NA,NA,NA,"milligrams"
83,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Oithona setigera","Animalia","Arthropoda","Hexanauplia","Cyclopoida","Oithonidae","Oithona","setigera",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",79,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,0.012,NA,NA,NA,"milligrams"
84,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Malacostraca","Animalia","Arthropoda","Malacostraca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",80,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,12.06,NA,NA,NA,"milligrams"
85,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Malacostraca","Animalia","Arthropoda","Malacostraca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",81,NA,"eyes",1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,0.39,NA,NA,NA,"milligrams"
86,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Cumacea","Animalia","Arthropoda","Malacostraca","Cumacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",82,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,0.26,NA,NA,NA,"milligrams"
87,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Mysidae","Animalia","Arthropoda","Malacostraca","Mysida","Mysidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",83,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,11.81,NA,NA,NA,"milligrams"
88,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Isopoda","Animalia","Arthropoda","Malacostraca","Isopoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",84,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,2.74,NA,NA,NA,"milligrams"
89,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Hyperia medusarum","Animalia","Arthropoda","Malacostraca","Amphipoda","Hyperiidae","Hyperia","medusarum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"female",85,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,79,NA,NA,NA,"milligrams"
90,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Cranocephalus","Animalia","Arthropoda","Malacostraca","Amphipoda","Oxycephalidae","Cranocephalus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",86,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,3,NA,NA,NA,"milligrams"
91,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Hyperia","Animalia","Arthropoda","Malacostraca","Amphipoda","Hyperiidae","Hyperia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",87,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,30.35,NA,NA,NA,"milligrams"
92,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Hyperoche medusarum","Animalia","Arthropoda","Malacostraca","Amphipoda","Hyperiidae","Hyperoche","medusarum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"female",88,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,8,NA,NA,NA,"milligrams"
93,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Hyperoche medusarum","Animalia","Arthropoda","Malacostraca","Amphipoda","Hyperiidae","Hyperoche","medusarum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",89,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,10.63,NA,NA,NA,"milligrams"
94,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Oxycephalus","Animalia","Arthropoda","Malacostraca","Amphipoda","Oxycephalidae","Oxycephalus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",90,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,3,NA,NA,NA,"milligrams"
95,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Themisto libellula","Animalia","Arthropoda","Malacostraca","Amphipoda","Hyperiidae","Themisto","libellula",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",91,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,7.86,NA,NA,NA,"milligrams"
96,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Primno macropa","Animalia","Arthropoda","Malacostraca","Amphipoda","Phrosinidae","Primno","macropa",NA,NA,NA,NA,2,6.9,NA,NA,NA,"unspecified",92,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,1.87,NA,NA,NA,"milligrams"
97,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Primno macropa","Animalia","Arthropoda","Malacostraca","Amphipoda","Phrosinidae","Primno","macropa",NA,NA,NA,NA,7,NA,NA,NA,NA,"unspecified",93,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,3.99,NA,NA,NA,"milligrams"
